反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
"Arsenic adsorption on fine sand (silver sand) from Yellow River sediment, concentration 1 kg/m³, static condition",总反应,吸附,As,NA,0.9452,μg/(g·min^0.5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fine sand (silver sand),NA,NA,NA,NA,Yellow River sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Intraparticle diffusion model under static condition, Table 5; R²: 0.976; 催化剂投加: 1; 催化剂单位: kg/m³; 影响因素: hydrodynamic condition (static); 尺度: 实验室; 介质: 水; 地区: Yellow River, China; 提取方法: 表格直接提取; 期刊: Desalination and Water Treatment; 地区(作者): China; 尾注: c=14.99; static condition",Li et al. (2018)
"Arsenic adsorption on fine sand (silver sand) from Yellow River sediment, concentration 5 kg/m³, static condition",总反应,吸附,As,NA,2.7067,μg/(g·min^0.5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fine sand (silver sand),NA,NA,NA,NA,Yellow River sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Intraparticle diffusion model under static condition, Table 5; R²: 0.9836; 催化剂投加: 5; 催化剂单位: kg/m³; 影响因素: hydrodynamic condition (static); 尺度: 实验室; 介质: 水; 地区: Yellow River, China; 提取方法: 表格直接提取; 期刊: Desalination and Water Treatment; 地区(作者): China; 尾注: c=-3.95; static condition",Li et al. (2018)
"Arsenic adsorption on fine sand (silver sand) from Yellow River sediment, concentration 10 kg/m³, static condition",总反应,吸附,As,NA,0.7632,μg/(g·min^0.5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fine sand (silver sand),NA,NA,NA,NA,Yellow River sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Intraparticle diffusion model under static condition, Table 5; R²: 0.9198; 催化剂投加: 10; 催化剂单位: kg/m³; 影响因素: hydrodynamic condition (static); 尺度: 实验室; 介质: 水; 地区: Yellow River, China; 提取方法: 表格直接提取; 期刊: Desalination and Water Treatment; 地区(作者): China; 尾注: c=3.42; static condition",Li et al. (2018)
"Arsenic adsorption on fine sand (silver sand) from Yellow River sediment, concentration 1 kg/m³, turbulent condition",总反应,吸附,As,NA,9.8748,μg/(g·min^0.5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fine sand (silver sand),NA,NA,NA,NA,Yellow River sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Intraparticle diffusion model under turbulent condition, Table 5; R²: 0.9042; 催化剂投加: 1; 催化剂单位: kg/m³; 影响因素: hydrodynamic condition (turbulent); 尺度: 实验室; 介质: 水; 地区: Yellow River, China; 提取方法: 表格直接提取; 期刊: Desalination and Water Treatment; 地区(作者): China; 尾注: c=-7.64; turbulent condition",Li et al. (2018)
"Arsenic adsorption on fine sand (silver sand) from Yellow River sediment, concentration 5 kg/m³, turbulent condition",总反应,吸附,As,NA,2.0828,μg/(g·min^0.5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fine sand (silver sand),NA,NA,NA,NA,Yellow River sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Intraparticle diffusion model under turbulent condition, Table 5; R²: 0.9154; 催化剂投加: 5; 催化剂单位: kg/m³; 影响因素: hydrodynamic condition (turbulent); 尺度: 实验室; 介质: 水; 地区: Yellow River, China; 提取方法: 表格直接提取; 期刊: Desalination and Water Treatment; 地区(作者): China; 尾注: c=5.31; turbulent condition",Li et al. (2018)
"Arsenic adsorption on fine sand (silver sand) from Yellow River sediment, concentration 10 kg/m³, turbulent condition",总反应,吸附,As,NA,1.1036,μg/(g·min^0.5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"备注: Intraparticle diffusion model under turbulent condition, Table 5; R²: 0.991; 期刊: Desalination and Water Treatment; 地区(作者): China",Li et al. (2018)
As(III) biosorption/bioaccumulation by C. glutamicum immobilized on NL/MnFe2O4 composite,总反应,生物降解,As(III),NA,0.00193,g/mg min,NA,NA,2,NA,NA,28.67,kJ/mol,30,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Pseudo second order model; Table 6; R²: 0.99205; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(PSO)=45.01459 mg/g; Arrhenius Ea from Table 9,NA
As(V) biosorption/bioaccumulation by C. glutamicum immobilized on NL/MnFe2O4 composite,总反应,生物降解,As(V),NA,0.00192,g/mg min,NA,NA,2,NA,NA,25.89,kJ/mol,30,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Pseudo second order model; Table 6; R²: 0.99516; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(PSO)=47.34623 mg/g; Arrhenius Ea from Table 9,NA
"As(III) biosorption/bioaccumulation - Fractal-like mixed 1,2 order model",总反应,生物降解,As(III),NA,0.11922,1/min^a,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Best fit model for As(III); Table 6; R²: 0.99631; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(FMOE)=21.98568 mg/g; k'1,0; a(FMOE)=0.6454; f2=0",NA
As(V) biosorption/bioaccumulation - BWS model,总反应,生物降解,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Best fit model for As(V) based on R and R²; Table 6; R²: 0.99596; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(BWS)=47.9279 mg/g; snBWS,a=10.97291 min; nBWS=1.96087; a(BWS)=0.90155",NA
As(V) biosorption/bioaccumulation - Fractal-like PSO model,总反应,生物降解,As(V),NA,0.00236,g/mg min^a,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Best fit based on adjusted R² and error values; Table 6; R²: 0.99596; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(FPSO)=48.00247 mg/g; k'FPSO; a(FPSO)=0.91417,NA
As(III) removal at 20°C,总反应,生物降解,As(III),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=46.73913 mg/g; contact time 260 min,NA
As(III) removal at 25°C,总反应,生物降解,As(III),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=45.65217 mg/g,NA
As(III) removal at 40°C,总反应,生物降解,As(III),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=43.47826 mg/g,NA
As(III) removal at 45°C,总反应,生物降解,As(III),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=42.39130 mg/g,NA
As(III) removal at 50°C,总反应,生物降解,As(III),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=41.30435 mg/g,NA
As(V) removal at 20°C,总反应,生物降解,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=49.23077 mg/g; contact time 260 min,NA
As(V) removal at 25°C,总反应,生物降解,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=48.46154 mg/g,NA
As(V) removal at 40°C,总反应,生物降解,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=45.38462 mg/g,NA
As(V) removal at 45°C,总反应,生物降解,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=44.61538 mg/g,NA
As(V) removal at 50°C,总反应,生物降解,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,°C,7,NA,NA,composite biosorbent,NA,NA,50,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Temperature effect study; Table 8; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 温度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: qe(exp)=43.84615 mg/g,NA
As(III) removal - initial conc 100 mg/L,总反应,生物降解,As(III),NA,0.00098,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,100,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99803; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=90.09009 mg/g; h=7.95 mg/g min,NA
As(III) removal - initial conc 500 mg/L,总反应,生物降解,As(III),NA,0.00019,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,500,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99901; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=454.54545 mg/g; h=39.26 mg/g min,NA
As(III) removal - initial conc 1000 mg/L,总反应,生物降解,As(III),NA,0.00009,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,1000,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99925; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=909.09091 mg/g; h=74.40 mg/g min,NA
As(III) removal - initial conc 1500 mg/L,总反应,生物降解,As(III),NA,0.00006,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,1500,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99936; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=1363.63636 mg/g; h=111.61 mg/g min,NA
As(III) removal - initial conc 2000 mg/L,总反应,生物降解,As(III),NA,0.00005,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,2000,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99943; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=1818.18182 mg/g; h=165.29 mg/g min,NA
As(V) removal - initial conc 100 mg/L,总反应,生物降解,As(V),NA,0.00099,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,100,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99811; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=94.33962 mg/g; h=8.82 mg/g min,NA
As(V) removal - initial conc 500 mg/L,总反应,生物降解,As(V),NA,0.00019,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,500,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99908; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=476.19048 mg/g; h=43.10 mg/g min,NA
As(V) removal - initial conc 1000 mg/L,总反应,生物降解,As(V),NA,0.00009,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,1000,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99929; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=952.38095 mg/g; h=81.63 mg/g min,NA
As(V) removal - initial conc 1500 mg/L,总反应,生物降解,As(V),NA,0.00006,g/mg min,NA,NA,2,NA,NA,NA,NA,30,°C,7,NA,NA,composite biosorbent,NA,NA,1500,mg/L,Neem leaves/MnFe2O4 composite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Initial concentration effect; Table 10; R²: 0.99938; 共存物: Beef extract; Yeast extract; Peptone; NaCl; 共存物浓度: 1.0; 2.0; 5.0; 5.0; 共存物单位: g/L; g/L; g/L; g/L; 催化剂投加: 0.9; 催化剂单位: g/L; 影响因素: 反应物浓度; 尺度: 实验室; 介质: 水; 氧: 好氧; 提取方法: 表格直接提取; 期刊: Arabian Journal of Chemistry; 地区(作者): India; 尾注: PSO model; qe(PSO)=1428.57143 mg/g; h=122.55 mg/g min,NA
